scenario_id,method,n,p,contamination_type,contamination_rate,contamination_strength,true_ate,n_mc,bias,mse,var,rmse,mae,coverage,n_valid,elapsed_sec,mcse_bias,mcse_mse,mcse_rmse
39,aipw_robust,1000,5,mixed,0.0,3,2,2000,-0.0033946570954968,0.0082503901752565,0.0082429879724467,0.090831658441628,0.0728229534567811,0.9495,2000,732.011713981628,0.0020301462967538446,0.0002610303241044537,0.001436890664460355
39,reg_adj,1000,5,mixed,0.0,3,2,2000,0.005496274989345,0.0055761389476847,0.0055487042610567,0.0746735491836614,0.0599585188899629,0.95,2000,732.011713981628,0.0016656386554497198,0.0001764181425501136,0.001181262605559359
39,adaptive,1000,5,mixed,0.0,3,2,2000,0.005496274989345,0.0055761389476847,0.0055487042610567,0.0746735491836614,0.0599585188899629,0.95,2000,732.011713981628,0.0016656386554497198,0.0001764181425501136,0.001181262605559359
40,naive,200,10,mixed,0.0,3,2,2000,0.0103540136806193,0.0319329535993972,0.031841668834516,0.178697939549949,0.143047585335469,0.953,2000,309.23903799057,0.0039900920311764735,0.0010103064310134433,0.00282685528875683
40,ipw_robust,200,10,mixed,0.0,3,2,2000,-0.0127519134726226,0.0328861059044941,0.0327398645395506,0.181345267113576,0.144999272147776,0.9515,2000,309.23903799057,0.0040459772947676435,0.0010404549359558286,0.00286871268414244
40,dr_robust,200,10,mixed,0.0,3,2,2000,0.0065863849788692,0.0316760150419931,0.0316484588043054,0.177977568929326,0.142625417429429,0.9505,2000,309.23903799057,0.003977967999136331,0.0010021830144933742,0.0028154756257271272
40,aipw_robust,200,10,mixed,0.0,3,2,2000,-0.0015056153944508,0.0399707838534831,0.0399885112313828,0.199926946291597,0.159306178022431,0.955,2000,309.23903799057,0.004471493667186771,0.0012646194402398067,0.0031627038368188167
40,reg_adj,200,10,mixed,0.0,3,2,2000,0.0092919166490284,0.0286630904542231,0.0285910462623418,0.169301773334549,0.135748627240891,0.951,2000,309.23903799057,0.0037809420957177985,0.0009068544601796741,0.0026782190236946993
40,adaptive,200,10,mixed,0.0,3,2,2000,0.0095270743804483,0.028634193415403,0.0285577071227138,0.169216410006249,0.135724838947303,0.952,2000,309.23903799057,0.003778737032575421,0.0009059396917200659,0.0026768671303409944
41,naive,500,10,mixed,0.0,3,2,2000,0.0120741227975945,0.012188326948605,0.0120485667906689,0.110400756105223,0.0869744073916031,0.9455,2000,721.41556096077,0.0024544415648644906,0.00038559168671802653,0.00174632720065123
41,ipw_robust,500,10,mixed,0.0,3,2,2000,-0.0112232941320407,0.0125640011291156,0.0124442609284055,0.112089255190297,0.0888478780005706,0.943,2000,721.41556096077,0.0024944198652598064,0.0003974854038663636,0.0017730754084838093
41,dr_robust,500,10,mixed,0.0,3,2,2000,0.0078515017637981,0.011968070806187,0.0119123809166984,0.109398678265265,0.0864563625082513,0.9465,2000,721.41556096077,0.0024405307738992353,0.000378646962588132,0.001730582894566632
41,aipw_robust,500,10,mixed,0.0,3,2,2000,0.0050400269004686,0.0160575713850984,0.0160401896087453,0.126718472943365,0.100693772863537,0.952,2000,721.41556096077,0.0028319771899456836,0.0005080379752971872,0.0020045931879413017
41,reg_adj,500,10,mixed,0.0,3,2,2000,0.0117271022785546,0.0112214100950723,0.0110894298821617,0.105931157338492,0.0838795989623039,0.949,2000,721.41556096077,0.002354721839428354,0.0003550008467599788,0.001675620542998556
41,adaptive,500,10,mixed,0.0,3,2,2000,0.0116705365769336,0.0112298962336722,0.0110992444318946,0.105971204738232,0.0839361646639249,0.949,2000,721.41556096077,0.0023557636163136783,0.00035526988720224544,0.0016762567155852676
42,naive,1000,10,mixed,0.0,3,2,2000,0.0087106222631452,0.0060152375311736,0.0059423337578413,0.0775579623969945,0.0617366402322745,0.9445,2000,1285.13482785225,0.0017237073066273898,0.0001902973434569246,0.001226807265015893
42,ipw_robust,1000,10,mixed,0.0,3,2,2000,-0.0148114397486461,0.0065341957520693,0.0063179759926378,0.0808343723428921,0.0642907546470352,0.9445,2000,1285.13482785225,0.0017773542123951827,0.00020661287462942586,0.0012780013541330705
42,dr_robust,1000,10,mixed,0.0,3,2,2000,0.0044593426664576,0.0059422638807485,0.0059253408141386,0.0770860809793085,0.0611183450708912,0.9395,2000,1285.13482785225,0.001721240949742162,0.00018800351938734415,0.0012194388208541058
42,aipw_robust,1000,10,mixed,0.0,3,2,2000,-0.0007758387823635,0.0081631965782017,0.0081666779913811,0.0903504099503799,0.0718510243065635,0.942,2000,1285.13482785225,0.0020207273432332603,0.00025827206756352876,0.0014292799983163928
42,reg_adj,1000,10,mixed,0.0,3,2,2000,0.0088218457502069,0.0056508680216443,0.0055758309746912,0.0751722556642031,0.0596593921697098,0.9415,2000,1285.13482785225,0.0016697052097138585,0.00017876735924291388,0.0011890514503214687
42,adaptive,1000,10,mixed,0.0,3,2,2000,0.0088218457502069,0.0056508680216443,0.0055758309746912,0.0751722556642031,0.0596593921697098,0.9415,2000,1285.13482785225,0.0016697052097138585,0.00017876735924291388,0.0011890514503214687
43,naive,200,20,mixed,0.0,3,2,2000,0.0070532173699371,0.0386323929658619,0.0386019460636262,0.1965512476833,0.157267186009613,0.952,2000,723.913050174713,0.004393287269438808,0.0012222728703095822,0.003109298172146461
43,ipw_robust,200,20,mixed,0.0,3,2,2000,-0.0156275067723277,0.0378214878003658,0.0375960668658796,0.194477473760757,0.156581480721739,0.9575,2000,723.913050174713,0.004335669894369243,0.001196589983695041,0.0030764230955793535
43,dr_robust,200,20,mixed,0.0,3,2,2000,0.0011259901162956,0.0365130607654537,0.036530057940682,0.191083910273612,0.152578324897424,0.9565,2000,723.913050174713,0.004273760518599633,0.0011552219538646653,0.003022813255732807
43,aipw_robust,200,20,mixed,0.0,3,2,2000,-0.0027925902085093,0.0440088248202775,0.0440230377790944,0.209782803919381,0.16855946833261,0.948,2000,723.913050174713,0.004691643516886934,0.0013923772792993195,0.003318616333859296
43,reg_adj,200,20,mixed,0.0,3,2,2000,0.0023887173043926,0.029677132751805,0.0296862699164029,0.172270522004796,0.138456026109892,0.9525,2000,723.913050174713,0.003852678932665094,0.0009389427029920568,0.0027251984032587904
43,adaptive,200,20,mixed,0.0,3,2,2000,0.0008180672776947,0.0310639908025191,0.0310788609989477,0.176249796602774,0.140688403171257,0.9505,2000,723.913050174713,0.003942008434728907,0.0009828210412161711,0.0027881480153739437
44,naive,500,20,mixed,0.0,3,2,2000,0.0122226040379174,0.0131798753792049,0.0130370018306526,0.114803638353516,0.0915057454639905,0.9495,2000,1969.85838699341,0.0025531355066518305,0.00041696362620404956,0.0018159861141338104
44,ipw_robust,500,20,mixed,0.0,3,2,2000,-0.0130670631503831,0.0133534838879209,0.0131893304137516,0.115557275356945,0.0918117224583704,0.945,2000,1969.85838699341,0.0025680080231330663,0.000422448273778746,0.0018278739805600514
44,dr_robust,500,20,mixed,0.0,3,2,2000,0.0067204115423105,0.0125543691705254,0.0125154629707127,0.112046281377498,0.0892985003140669,0.952,2000,1969.85838699341,0.002501545819159895,0.00039719933080359674,0.0017724788628432134
44,aipw_robust,500,20,mixed,0.0,3,2,2000,0.0044977428010679,0.0163326476384078,0.0163205782372219,0.127799247409395,0.102301116699413,0.9495,2000,1969.85838699341,0.0028566219768479954,0.0005167413226014945,0.0020216915712584506
44,reg_adj,500,20,mixed,0.0,3,2,2000,0.0109344835281795,0.0114801211013429,0.0113662412919608,0.107145327015894,0.0856902382315887,0.9495,2000,1969.85838699341,0.0023839296646462537,0.0003631933415298517,0.0016948631902349571
44,adaptive,500,20,mixed,0.0,3,2,2000,0.0109344835281795,0.0114801211013429,0.0113662412919608,0.107145327015894,0.0856902382315887,0.9495,2000,1969.85838699341,0.0023839296646462537,0.0003631933415298517,0.0016948631902349571
45,naive,1000,20,mixed,0.0,3,2,2000,0.0136280288742761,0.0059952073917982,0.0058123904160081,0.0774287245910604,0.0625089850738954,0.952,2000,3611.42542505264,0.0017047566418712233,0.0001895860583122684,0.0012242617924650486
45,ipw_robust,1000,20,mixed,0.0,3,2,2000,-0.0111159729142465,0.0060537772543787,0.0059331789900435,0.0778060232525655,0.062817512578044,0.949,2000,3611.42542505264,0.0017223790218827417,0.00019149119488164623,0.0012305679359813071
45,dr_robust,1000,20,mixed,0.0,3,2,2000,0.0089563453762053,0.0057901420430582,0.0057127823117161,0.0760929828765978,0.0613642094940178,0.954,2000,3611.42542505264,0.0016900861385911814,0.00018317313185207314,0.0012036138217181626
45,aipw_robust,1000,20,mixed,0.0,3,2,2000,0.0043665257521801,0.0080224030769953,0.0080073401999508,0.0895678685522622,0.071902755499329,0.9525,2000,3611.42542505264,0.0020009173146273186,0.0002538165513448565,0.0014168951179002122
45,reg_adj,1000,20,mixed,0.0,3,2,2000,0.0124445193189868,0.0055921266264615,0.0054399805556587,0.0747805230421769,0.0603183391945935,0.9565,2000,3611.42542505264,0.0016492393027785113,0.00017685679282392565,0.001182505722273277
45,adaptive,1000,20,mixed,0.0,3,2,2000,0.0124445193189868,0.0055921266264615,0.0054399805556587,0.0747805230421769,0.0603183391945935,0.9565,2000,3611.42542505264,0.0016492393027785113,0.00017685679282392565,0.001182505722273277
46,naive,200,5,none,0.05,3,2,2000,0.0094966256328672,0.0302295398574538,0.0301544311746302,0.173866442585836,0.138867660718987,0.9495,2000,180.730264902115,0.0038829390398659493,0.000956414517036736,0.002750428727971944
46,ipw_robust,200,5,none,0.05,3,2,2000,-0.0194810455955703,0.0310480507395707,0.0306838815428454,0.176204570711349,0.139999456723274,0.9485,2000,180.730264902115,0.00391687895797441,0.000982237413311897,0.002787207531979853
46,dr_robust,200,5,none,0.05,3,2,2000,0.004038085998494,0.0299721171012526,0.0299707963609018,0.173124571050017,0.138461768478319,0.95,2000,180.730264902115,0.003871097800424435,0.0009482753030746657,0.0027387080219846488
46,aipw_robust,200,5,none,0.05,3,2,2000,0.0014026095703729,0.0408131119005474,0.0408315603671241,0.202022552950277,0.161676664743616,0.9505,2000,180.730264902115,0.004518382474244744,0.0012912695222077775,0.003195854876969089
46,reg_adj,200,5,none,0.05,3,2,2000,0.0095446306375164,0.0277600329319756,0.0276827743451415,0.166613423624796,0.133260615292249,0.9475,2000,180.730264902115,0.0037204014800248037,0.0008782822982905731,0.0026356888874344694
46,adaptive,200,5,none,0.05,3,2,2000,0.0094416532431909,0.0277498927234677,0.0276745852001031,0.166582990498633,0.133215061309439,0.9475,2000,180.730264902115,0.0037198511529430247,0.0008779617062303391,0.002635208143407486
47,naive,500,5,none,0.05,3,2,2000,0.0064852112786586,0.0110841561050699,0.0110476219507164,0.105281318879799,0.0833131901199924,0.944,2000,399.888010025024,0.0023502789143755257,0.0003506839485461084,0.0016654614146052284
47,ipw_robust,500,5,none,0.05,3,2,2000,-0.0221675214522514,0.0120756828664285,0.0115900788985417,0.109889411985088,0.087027898079358,0.9405,2000,399.888010025024,0.0024072888171698154,0.0003817337231707474,0.001736899471363759
47,dr_robust,500,5,none,0.05,3,2,2000,0.0022525762769936,0.0108975092751097,0.0108978841172847,0.104391135998751,0.0825986009034396,0.943,2000,399.888010025024,0.0023342969088447916,0.00034478177466163974,0.00165139392038882
47,aipw_robust,500,5,none,0.05,3,2,2000,-0.0014944650733546,0.0149132567913686,0.0149184826068165,0.122119846017626,0.0970732850775032,0.9495,2000,399.888010025024,0.00273116116393893,0.0004718344645523931,0.001931850063438057
47,reg_adj,500,5,none,0.05,3,2,2000,0.005503597877841,0.0104289742380272,0.0104038865917221,0.102122349356187,0.0810322001854911,0.944,2000,399.888010025024,0.002280776906201273,0.0003299562321333719,0.0016154947189010284
47,adaptive,500,5,none,0.05,3,2,2000,0.005503597877841,0.0104289742380272,0.0104038865917221,0.102122349356187,0.0810322001854911,0.944,2000,399.888010025024,0.002280776906201273,0.0003299562321333719,0.0016154947189010284
48,naive,1000,5,none,0.05,3,2,2000,0.0112960969859284,0.0057678140486765,0.0056430337584402,0.0759461259622673,0.0600694038842143,0.945,2000,733.282299041748,0.0016797371458713711,0.0001824389010306662,0.0012011073555042706
48,ipw_robust,1000,5,none,0.05,3,2,2000,-0.0167282927311447,0.0060527420704369,0.0057757941898329,0.0777993706300824,0.0621190394357383,0.9395,2000,733.282299041748,0.0016993813859509143,0.00019129126023210906,0.001229388224370437
48,dr_robust,1000,5,none,0.05,3,2,2000,0.0068614373102793,0.0055596219090282,0.0055153002371839,0.0745628721886991,0.0590380565714171,0.947,2000,733.282299041748,0.0016606173907893263,0.00017589158563574776,0.0011794850471331913
48,aipw_robust,1000,5,none,0.05,3,2,2000,0.0017952551039321,0.0076570566790966,0.0076576625694932,0.0875046094734254,0.0701159495720106,0.955,2000,733.282299041748,0.001956739963497092,0.00024225844962730118,0.001384261075417253
48,reg_adj,1000,5,none,0.05,3,2,2000,0.0099632230019248,0.0053834733619857,0.0052868509748871,0.0733721565853544,0.0583240181573643,0.949,2000,733.282299041748,0.0016258614601015518,0.00017029503911374539,0.0011604881677127743
48,adaptive,1000,5,none,0.05,3,2,2000,0.0099632230019248,0.0053834733619857,0.0052868509748871,0.0733721565853544,0.0583240181573643,0.949,2000,733.282299041748,0.0016258614601015518,0.00017029503911374539,0.0011604881677127743
49,naive,200,10,none,0.05,3,2,2000,0.0128383063928674,0.032676433417756,0.032527875244341,0.180766239706855,0.143853157035537,0.9525,2000,309.725973844528,0.004032857252887895,0.0010338207262586981,0.0028595514514635715
49,ipw_robust,200,10,none,0.05,3,2,2000,-0.0100718334888192,0.0330948269392559,0.0330098900544566,0.181919836574399,0.145477326770405,0.954,2000,309.725973844528,0.004062627847493332,0.0010470673372359124,0.002877826181444753
49,dr_robust,200,10,none,0.05,3,2,2000,0.0067027378324624,0.0313196702119043,0.0312903887118095,0.176973642703947,0.140606818362126,0.9505,2000,309.725973844528,0.003955400656811488,0.0009909086603728595,0.0027995938978057763
49,aipw_robust,200,10,none,0.05,3,2,2000,0.002993750875667,0.0423583261704618,0.0423705489006065,0.205811384938885,0.164431247769764,0.95,2000,309.725973844528,0.004602746402997155,0.001340157792941649,0.003255791202560549
49,reg_adj,200,10,none,0.05,3,2,2000,0.0090209318836884,0.02854630506024,0.0284791674319058,0.168956518253188,0.1358610074453,0.952,2000,309.725973844528,0.0037735372948935987,0.0009031600567500533,0.002672758843777286
49,adaptive,200,10,none,0.05,3,2,2000,0.0091756442009072,0.0288042428347119,0.0287344175970088,0.169718127596058,0.136377906458051,0.9515,2000,309.725973844528,0.00379041010954018,0.0009113205783213024,0.0026848062467738107
50,naive,500,10,none,0.05,3,2,2000,0.0114341049814133,0.0121121119223141,0.0119873668490127,0.110055040422119,0.0879553195934128,0.95,2000,722.031994819641,0.0024482000376820417,0.000383185843748598,0.0017408827541150257
50,ipw_robust,500,10,none,0.05,3,2,2000,-0.0119165621467034,0.0125224085476432,0.0123865973929435,0.111903568073781,0.0895890663449428,0.9535,2000,722.031994819641,0.0024886339016560372,0.00039616372746545495,0.0017701121344238712
50,dr_robust,500,10,none,0.05,3,2,2000,0.0064280301663326,0.0116226870056462,0.0115871610143341,0.107808566476167,0.0858558665496515,0.9505,2000,722.031994819641,0.002406985772115625,0.00036772252233923714,0.0017054420365589813
50,aipw_robust,500,10,none,0.05,3,2,2000,0.0021358929045414,0.0156976430487439,0.0157009314759823,0.125290235248977,0.100238257562911,0.955,2000,722.031994819641,0.0028018682585002367,0.0004966512918751344,0.001982003189985987
50,reg_adj,500,10,none,0.05,3,2,2000,0.0108069838016953,0.010957878441963,0.0108465107984722,0.104679885565294,0.0838032256577369,0.952,2000,722.031994819641,0.0023287883972650026,0.00034667036791932997,0.0016558595094331402
50,adaptive,500,10,none,0.05,3,2,2000,0.0108069838016953,0.010957878441963,0.0108465107984722,0.104679885565294,0.0838032256577369,0.952,2000,722.031994819641,0.0023287883972650026,0.00034667036791932997,0.0016558595094331402
51,naive,1000,10,none,0.05,3,2,2000,0.0090013477064592,0.0057406974284839,0.0056625044201614,0.0757673902710392,0.0607690639131242,0.9485,2000,1284.43319916725,0.0016826325237795387,0.00018160825084549286,0.0011984591933009308
51,ipw_robust,1000,10,none,0.05,3,2,2000,-0.0133823520899718,0.0059120060485452,0.0057357865943824,0.0768895704796512,0.0615652814242444,0.9465,2000,1284.43319916725,0.0016934855467913507,0.00018695898338904625,0.0012157629586351045
51,dr_robust,1000,10,none,0.05,3,2,2000,0.0046878118038309,0.0056055384068761,0.0055863560053706,0.0748701436279917,0.0600177896044521,0.949,2000,1284.43319916725,0.0016712803483214,0.0001773496553136028,0.0011843816955581282
51,aipw_robust,1000,10,none,0.05,3,2,2000,0.0003539373297156,0.0074331725885032,0.0074367656997196,0.0862158488243501,0.0689768166409437,0.946,2000,1284.43319916725,0.0019283108799827376,0.00023517514176480956,0.0013638741888625273
51,reg_adj,1000,10,none,0.05,3,2,2000,0.0091194976927426,0.0054366437030126,0.0053561565431162,0.0737335995528,0.0593357304923309,0.947,2000,1284.43319916725,0.0016364835078784327,0.0001719863511547138,0.001166268513932755
51,adaptive,1000,10,none,0.05,3,2,2000,0.0091194976927426,0.0054366437030126,0.0053561565431162,0.0737335995528,0.0593357304923309,0.947,2000,1284.43319916725,0.0016364835078784327,0.0001719863511547138,0.001166268513932755
52,naive,200,20,none,0.05,3,2,2000,0.0111677211506982,0.0389243510862171,0.0388190426118233,0.197292552029257,0.154910436661398,0.944,2000,730.466317892075,0.004405623827100046,0.0012315035264576439,0.00312100865894578
52,ipw_robust,200,20,none,0.05,3,2,2000,-0.0142026148684691,0.0373342296217849,0.0371510908981319,0.193220675968657,0.153336301248567,0.9485,2000,730.466317892075,0.004309935666464866,0.0011811821896790438,0.0030565626161836
52,dr_robust,200,20,none,0.05,3,2,2000,0.0058921767838113,0.036454053206394,0.0364375542362604,0.190929445624278,0.151637705595854,0.9465,2000,730.466317892075,0.004268345946397761,0.0011533539865615007,0.003020366981086661
52,aipw_robust,200,20,none,0.05,3,2,2000,0.0012475721841207,0.0459476205076656,0.0459690485956088,0.214353960793043,0.171024185185139,0.953,2000,730.466317892075,0.00479421779832794,0.0014537181723368127,0.003390929113132567
52,reg_adj,200,20,none,0.05,3,2,2000,0.0121049668478803,0.0313429712386373,0.0312120470397689,0.177039462376718,0.140703713643537,0.956,2000,730.466317892075,0.003950445989997136,0.0009916344572475325,0.0028006028823603676
52,adaptive,200,20,none,0.05,3,2,2000,0.0105054895442911,0.0325480041971573,0.0324538658195018,0.180410654333821,0.143641608477204,0.9555,2000,730.466317892075,0.004028266737661609,0.0010297654920372159,0.0028539486646165582
53,naive,500,20,none,0.05,3,2,2000,0.0103040697986865,0.0131678554203468,0.0130682156737675,0.114751276334282,0.0914590319542641,0.945,2000,1954.79122900963,0.002556190101867181,0.00041659724741403994,0.0018152183606239389
53,ipw_robust,500,20,none,0.05,3,2,2000,-0.0139056962246198,0.0132504904060309,0.0130636538454622,0.115110774500178,0.0910522154106761,0.944,2000,1954.79122900963,0.002555743907892788,0.0004191792542000918,0.001820764633111923
53,dr_robust,500,20,none,0.05,3,2,2000,0.0049645716111448,0.0122117144336813,0.0121931640444214,0.110506626198076,0.0883315540343092,0.9505,2000,1954.79122900963,0.002469125760711815,0.00038636032216346245,0.0017481319241026167
53,aipw_robust,500,20,none,0.05,3,2,2000,0.0006731340511429,0.0162730400795162,0.0162807273337322,0.127565826456446,0.102698658859991,0.9515,2000,1954.79122900963,0.002853132255410902,0.0005148561317670953,0.0020180017880528506
53,reg_adj,500,20,none,0.05,3,2,2000,0.0082913153032602,0.0116352120318221,0.0115722522484883,0.107866640032135,0.0867367177221267,0.9505,2000,1954.79122900963,0.002405436784503835,0.00036811426502275575,0.0017063397214981818
53,adaptive,500,20,none,0.05,3,2,2000,0.0082913153032602,0.0116352120318221,0.0115722522484883,0.107866640032135,0.0867367177221267,0.9505,2000,1954.79122900963,0.002405436784503835,0.00036811426502275575,0.0017063397214981818
54,naive,1000,20,none,0.05,3,2,2000,0.0102671606895193,0.0061847211108516,0.0060823476960752,0.0786429978501051,0.0637526358206043,0.952,2000,3602.26520490646,0.0017438961689382772,0.0001956458275978716,0.0012438858699841014
54,ipw_robust,1000,20,none,0.05,3,2,2000,-0.0137240112673307,0.0066759592736171,0.0064908562164595,0.0817065436401344,0.0653832918658654,0.9405,2000,3602.26520490646,0.0018015071768465842,0.00021113100268707033,0.0012920079180987556
54,dr_robust,1000,20,none,0.05,3,2,2000,0.0051089883083697,0.0061082946763072,0.0060852355325384,0.0781555799435155,0.0632133473169397,0.9505,2000,3602.26520490646,0.0017443101118405522,0.0001932556913003544,0.001236352487180211
54,aipw_robust,1000,20,none,0.05,3,2,2000,-0.0004826015380849,0.0082231798623077,0.0082270604883073,0.0906817504369415,0.0722531548523626,0.952,2000,3602.26520490646,0.002028183976899939,0.0002601698608849287,0.0014345216078831995
54,reg_adj,1000,20,none,0.05,3,2,2000,0.0090617889979927,0.0057766539692622,0.0056973866427394,0.0760043023075814,0.0614610826402846,0.949,2000,3602.26520490646,0.0016878072524342642,0.0001827454732301055,0.0012022047942138448
54,adaptive,1000,20,none,0.05,3,2,2000,0.0090617889979927,0.0057766539692622,0.0056973866427394,0.0760043023075814,0.0614610826402846,0.949,2000,3602.26520490646,0.0016878072524342642,0.0001827454732301055,0.0012022047942138448
55,naive,200,5,covariate,0.05,3,2,2000,-0.0861584026217053,0.0483225324817008,0.0409197220003771,0.219823866951932,0.170831287029645,0.929,2000,173.492828130722,0.0045232577861745345,0.001510609137424774,0.0034359534257376446
55,ipw_robust,200,5,covariate,0.05,3,2,2000,-0.0991171202520484,0.0498871870314925,0.0400830250169419,0.223354397833337,0.175630558457447,0.918,2000,173.492828130722,0.0044767747886699585,0.0015473255914648545,0.0034638350676655153
55,dr_robust,200,5,covariate,0.05,3,2,2000,-0.103801828161264,0.0591489768328041,0.0483983564814242,0.243205626647091,0.18302127880578,0.9335,2000,173.492828130722,0.004919266026625527,0.001839936961783798,0.003782677619654088
55,aipw_robust,200,5,covariate,0.05,3,2,2000,-0.0636007926493711,0.0505096427554907,0.0464878258427838,0.224743504367736,0.178225900966475,0.9385,2000,173.492828130722,0.0048211941385295715,0.0015928622407350701,0.00354373365587633
55,reg_adj,200,5,covariate,0.05,3,2,2000,-0.110283212024305,0.0444020305922042,0.0322557716236182,0.210717893384032,0.167931691035052,0.9005,2000,173.492828130722,0.004015953910568334,0.0013509437991945175,0.003205574470916979
55,adaptive,200,5,covariate,0.05,3,2,2000,-0.107739033998848,0.0452987453089253,0.0337078998118262,0.212835018991061,0.169036602286493,0.9035,2000,173.492828130722,0.004105356245919847,0.001385194877890825,0.0032541517003576437
56,naive,500,5,covariate,0.05,3,2,2000,-0.105888126351026,0.0290169421707514,0.0178135536454434,0.170343600322265,0.136332603316636,0.887,2000,401.738739013672,0.0029844223599754943,0.0008466311718719146,0.002485068914447661
56,ipw_robust,500,5,covariate,0.05,3,2,2000,-0.11428166037365,0.0298094302342164,0.0167575110920042,0.172654076795819,0.1395181959117,0.865,2000,401.738739013672,0.0028946080124953185,0.0008476616965345142,0.002454797802246397
56,dr_robust,500,5,covariate,0.05,3,2,2000,-0.144529296994016,0.0436681184770219,0.0227907961855302,0.208969180687062,0.165204349823043,0.8635,2000,401.738739013672,0.003375707050791745,0.0012130793072388864,0.002902531615548398
56,aipw_robust,500,5,covariate,0.05,3,2,2000,-0.0753938424678064,0.0222067425668577,0.0165307764730338,0.149019269112614,0.119115677752796,0.909,2000,401.738739013672,0.002874958823447199,0.0006791141957750937,0.0022786120205095304
56,reg_adj,500,5,covariate,0.05,3,2,2000,-0.122387769693602,0.0270856659993088,0.0121129563068881,0.16457723414649,0.138194281542897,0.8085,2000,401.738739013672,0.0024609912948736837,0.0007138613246304194,0.002168773002938585
56,adaptive,500,5,covariate,0.05,3,2,2000,-0.122428139554234,0.0271456385487396,0.0121630707293933,0.164759335240039,0.138402503758625,0.808,2000,401.738739013672,0.002466076917838665,0.0007159303695521474,0.002172654947014394
57,naive,1000,5,covariate,0.05,3,2,2000,-0.11283199126407,0.0231282876405226,0.0104024306032089,0.152079872568735,0.126855289378739,0.8045,2000,800.868463993073,0.0022806173071351645,0.0006108014918212426,0.002008160190774689
57,ipw_robust,1000,5,covariate,0.05,3,2,2000,-0.120254854276088,0.0240179249623074,0.0095614757232057,0.154977175617274,0.130743616311623,0.7665,2000,800.868463993073,0.002186489849416834,0.000606599717037774,0.0019570614660568164
57,dr_robust,1000,5,covariate,0.05,3,2,2000,-0.170528841851356,0.042398099110084,0.0133246755446914,0.205907986999252,0.174501538660265,0.7155,2000,800.868463993073,0.0025811504745647243,0.000975967416112929,0.0023699115083779493
57,aipw_robust,1000,5,covariate,0.05,3,2,2000,-0.0808980389473353,0.0161194595861282,0.0095797567589831,0.126962433759472,0.102554820736831,0.8635,2000,800.868463993073,0.0021885790777332105,0.00046600540342469395,0.001835209792478981
57,reg_adj,1000,5,covariate,0.05,3,2,2000,-0.129663722155994,0.0234191353257171,0.0066097593620514,0.153033118395062,0.132922317643505,0.6385,2000,800.868463993073,0.0018179328043208033,0.0005156980395882979,0.0016849229924760462
57,adaptive,1000,5,covariate,0.05,3,2,2000,-0.129580278224814,0.0233967480344664,0.006609004031662,0.152959955656591,0.132838873712325,0.639,2000,800.868463993073,0.0018178289291985097,0.0005153864072896203,0.0016847102402628487
58,naive,200,10,covariate,0.05,3,2,2000,-0.067876248893459,0.0466306350602323,0.0420444721324517,0.21594127687923,0.16852766794809,0.942,2000,298.447851896286,0.0045850012067856485,0.0014680432464192978,0.0033991723760166837
58,ipw_robust,200,10,covariate,0.05,3,2,2000,-0.0787999548826357,0.0470258881761971,0.0408368737235535,0.216854532293418,0.171567429524235,0.931,2000,298.447851896286,0.004518676450220435,0.0014747196035588188,0.0034002508224348043
58,dr_robust,200,10,covariate,0.05,3,2,2000,-0.0739823670807946,0.0527554450108375,0.0473057072255728,0.2296855350492,0.174470654974808,0.947,2000,298.447851896286,0.004863419950280502,0.0016600226402972535,0.003613685641853038
58,aipw_robust,200,10,covariate,0.05,3,2,2000,-0.048388412093491,0.0483403052135992,0.0460218777275335,0.219864288172498,0.175770367177366,0.945,2000,298.447851896286,0.004796971843128408,0.0015275889549762243,0.0034739360531750615
58,reg_adj,200,10,covariate,0.05,3,2,2000,-0.088284962403929,0.0414071974502122,0.0336297777524252,0.203487585494084,0.162162908810867,0.9195,2000,298.447851896286,0.004100596161073729,0.001286545259785682,0.003161237715465167
58,adaptive,200,10,covariate,0.05,3,2,2000,-0.0882427573146249,0.0421604262648697,0.0343908374651144,0.205330042285267,0.163457713887804,0.9205,2000,298.447851896286,0.0041467359130474175,0.0013108462009022183,0.003192046780667992
59,naive,500,10,covariate,0.05,3,2,2000,-0.0873863716475736,0.03042289313618,0.0227979141435239,0.17442159595698,0.137568790599105,0.9265,2000,715.075870037079,0.0033762341553514844,0.0009316286100299177,0.002670622880493818
59,ipw_robust,500,10,covariate,0.05,3,2,2000,-0.095388322883992,0.0299697399396766,0.0208812484212665,0.173117705448278,0.137431949896099,0.903,2000,715.075870037079,0.0032311954770074263,0.0009033386189614967,0.0026090301295940673
59,dr_robust,500,10,covariate,0.05,3,2,2000,-0.132307083485916,0.0453677281994903,0.0278765021099961,0.212997014531872,0.163081509043583,0.883,2000,715.075870037079,0.0037333967181372584,0.0013240335612207533,0.003108103566922602
59,aipw_robust,500,10,covariate,0.05,3,2,2000,-0.0629940663023367,0.023616180574466,0.0196577570636947,0.153675569217966,0.122370165315648,0.9225,2000,715.075870037079,0.003135104229821929,0.0007365061409438046,0.0023963019778998835
59,reg_adj,500,10,covariate,0.05,3,2,2000,-0.107602753478077,0.0258563267622625,0.014285116764581,0.16079902599911,0.131482841004871,0.8475,2000,715.075870037079,0.002672556525555727,0.0007313417787788594,0.0022740864698487266
